ATCTUN;ATCKOODI;SELITES;SELITER;DDD;DDDYKSIKKO
716;B02BD06;von Willebrand-tekijän ja hyytymistekijä VIII:n yhdistelmävalmisteet;von Willebrand-faktor i kombination med koagulationsfaktor VIII;;
717;B02BD07;hyytymistekijä XIII;koagulationsfaktor XIII;;
718;B02BD08;hyytymistekijä VIIa;koagulationsfaktor VIIa;;
719;B02BD30;trombiini;trombin;;
720;B02BX;Muut systeemisesti käytettävät hemostaatit;Övriga hemostatika för systemiskt bruk;;
721;B02BX01;etamsylaatti;etamsylat;;
722;B02BX02;karbatsokromi;karbazokrom;;
723;B02BX03;batroksobiini;batroxobin;;
724;B03;ANEMIALÄÄKKEET;MEDEL VID ANEMIER;;
725;B03A;RAUTAVALMISTEET;MEDEL VID JÄRNBRISTANEMIER;;
726;B03AA;Kaksiarvoinen rauta, oraaliset valmisteet;Tvåvärt järn, perorala preparat;;
727;B03AA01;ferroglysiinisulfaatti;ferroglycinsulfat;0.2;g
728;B03AA02;ferrofumaraatti;ferrofumarat;0.2;g
729;B03AA03;ferroglukonaatti;ferroglukonat;0.2;g
730;B03AA04;ferrokarbonaatti;ferrokarbonat;0.2;g
693;B02AB04;kamostaatti;kamostat;;
840;B05XA11;magnesiumkloridi;magnesiumklorid;;
841;B05XA12;sinkkikloridi;zinkklorid;;
842;B05XA13;kloorivetyhappo;saltsyra;;
843;B05XA14;natriumglyserofosfaatti;natriumglycerofosfat;;
844;B05XA15;kaliumlaktaatti;kaliumlaktat;;
845;B05XA16;kardioplegialiuokset;cardioplegi lösningar;;
846;B05XA30;elektrolyyttiyhdistelmävalmisteet;kombinationer av elektrolyter;;
847;B05XA31;elektrolyyttien ja muiden lääkeaineiden yhdistelmävalmisteet;elektrolyter i kombination med andra medel;;
848;B05XB;Aminohapot;Aminosyror;;
849;B05XB01;arginiinihydrokloridi;argininhydroklorid;;
850;B05XB02;alanyyliglutamiini;alanylglutamin;;
851;B05XC;Vitamiinit;Vitaminer;;
852;B05XX;Muut infuusiokonsentraatit;Övriga infusionskoncentrat;;
853;B05XX02;trometamoli;trometamol;;
854;B05Z;HEMODIALYYSILIUOKSET JA HEMOFILTRAATIT;HEMODIALYSKONCENTRAT OCH HEMOFILTRAT;;
855;B05ZA;Hemodialyysikonsentraatit;Hemodialyskoncentrat;;
856;B05ZB;Hemofiltraatit;Hemofiltrat;;
712;B02BD02;hyytymistekijä VIII;koagulationsfaktor VIII;;
732;B03AA06;ferrosuksinaatti;ferrosuccinat;0.2;g
733;B03AA07;ferrosulfaatti;ferrosulfat;0.2;g
734;B03AA08;ferrotartraatti;ferrotartrat;0.2;g
735;B03AA09;ferroaspartaatti;ferroaspartat;0.2;g
736;B03AA10;ferroaskorbaatti;ferroaskorbat;0.2;g
737;B03AA11;ferrojodi;ferrojod;0.2;g
738;B03AB;Kolmiarvioinen rauta, oraaliset valmisteet;Trevärt järn, perorala preparat;;
739;B03AB01;ferrinatriumsitraatti;ferrinatriumcitrat;0.75;g
740;B03AB02;rautaoksidi, sokeripitoinen;ferrioxid, sockrad;0.11;g
741;B03AB03;natriumferedetaatti;natriumferedetat;0.17;g
742;B03AB04;ferrihydroksidi;ferrihydroxid;;
743;B03AB05;rautaoksidipolymaltoosikompleksit;järnoxidpolymaltoskomplexer;90;mg
744;V03AE08;ferrisitraatti;ferricitrat;6;g
745;B03AB07;kondroitiinisulfaatti-rautakompleksi;kondroinsulfat-järnkomplex;;
746;B03AC;Rauta, parenteraaliset valmisteet;Järn, parenterala preparat;0.1;g
731;B03AA05;ferrokloridi;ferroklorid;0.2;g
787;B05B;SUONENSISÄISET VALMISTEET;INFUSIONSVÄTSKOR;;
788;B05BA;Parenteraaliset ravintovalmisteet;Lösningar för parenteral nutrition;;
789;B05BA01;aminohapot;aminosyror;;
790;B05BA02;rasvaemulsiot;fettemulsioner;;
791;B05BA03;hiilihydraatit;kolhydrater;;
792;B05BA04;proteiinihydrolysaatit;proteinhydrolysat;;
793;B05BA10;yhdistelmävalmisteet;kombinationer;;
794;B05BB;Elektrolyyttitasapainoon vaikuttavat liuokset;Lösningar som påverkar elektrolytbalansen;;
795;B05BB01;elektrolyytit;elektrolyter;;
796;B05BB02;elektrolyytit ja hiilihydraatit;elektrolyter och kolhydrater;;
797;B05BB03;trometamoli;trometamol;;
798;B05BC;Osmoottiset diureetit;Lösningar som framkallar osmotisk diures;;
799;B05BC01;mannitoli;mannitol;;
800;B05BC02;karbamidi;karbamid;;
801;B05C;HUUHTELULIUOKSET;SPOLVÄTSKOR;;
802;B05CA;Antiseptiset aineet;Antiseptiska medel;;
857;B06;MUUT HEMATOLOGISET VALMISTEET;ÖVRIGA HEMATOLOGISKA MEDEL;;
880;C01AA08;metyylidigoksiini;metyldigoxin;0.2;mg
881;C01AA09;gitoformaatti;gitoformat;;
882;C01AB;Skillaglykosidit;Scillaglykosider;;
883;C01AB01;proskillaridiini;proscillaridin;0.75;mg
884;C01AB51;proskillaridiini, yhdistelmävalmisteet;proscillaridin, kombinationer;;
885;C01AC;Strofantusglykosidit;Strofantusglykosider;;
886;C01AC01;g-strofantiini;g-strofantin;0.25;mg
887;C01AC03;symariini;cymarin;2.5;mg
888;C01AX;Muut sydänglykosidit;Övriga hjärtglykosider;;
889;C01AX02;peruvosidi;peruvosid;;
890;C01B;RYTMIHÄIRIÖLÄÄKKEET, RYHMÄT I JA III;ANTIARYTMIKA, KLASSER I OCH III;;
891;C01BA;Rytmihäiriölääkkeet, ryhmä I A;Antiarytmika, klass I A;;
892;C01BA01;kinidiini;kinidin;1.2;g
893;C01BA02;prokaiiniamidi;prokainamid;3;g
894;C01BA03;disopyramidi;disopyramid;0.4;g
895;C01BA04;sparteiini;spartein;0.2;g
896;C01BA05;aimaliini;ajmalin;0.3;g
897;C01BA08;praimaliini;prajmalin;30;mg
898;C01BA12;loraimiini;lorajmin;0.3;g
752;B03AD;Raudan ja foolihapon yhdistelmävalmisteet;Järn i kombination med folsyra;;
753;B03AD01;ferro-aminohappokompleksi;ferroaminosyrakomplex;;
754;B03AD02;ferrofumaraatti;ferrofumarat;;
755;B03AD03;ferrosulfaatti;ferrosulfat;;
756;B03AE;Muut yhdistelmävalmisteet;Övriga kombinationer;;
757;B03AE01;rauta, B12-vitamiini ja foolihappo;järn, vitamin B12 och folsyra;;
758;B03AE02;rauta, vitamiinit ja foolihappo;järn, multivitaminer och folsyra;3;ED
759;B03AE03;rauta ja vitamiinit;järn och multivitaminer;;
760;B03AE04;rauta, vitamiinit ja kivennäisaineet;järn, multivitaminer och mineralämnen;;
761;B03AE10;muut yhdistelmävalmisteet;övriga kombinationer;3;ED
762;B03AE10;muut yhdistelmävalmisteet;övriga kombinationer;6;ED
763;B03B;B12-VITAMIINI JA FOOLIHAPPO;VITAMIN B12 OCH FOLSYRA;;
764;B03BA;B12-vitamiini (syanokobalamiini ja sen johdokset);Vitamin B12 (cyanokobalamin och derivat);;
765;B03BA01;syanokobalamiini;cyanokobalamin;1;mg
766;B03BA01;syanokobalamiini;cyanokobalamin;20;mcg
767;B03BA02;syanokobalamiini-tanniinikompleksi;cyanokobalamin-tannin-komplex;20;mcg
768;B03BA03;hydroksokobalamiini;hydroxokobalamin;20;mcg
769;B03BA04;kobamamidi;cobamamid;;
803;B05CA01;setyylipyridiini;cetylpyridin;;
804;B05CA02;klooriheksidiini;klorhexidin;;
805;B05CA03;nitrofuraali;nitrofural;;
806;B05CA04;sulfametitsoli;sulfametizol;;
807;B05CA05;taurolidiini;taurolidin;;
808;B05CA06;mantelihappo;mandelsyra;;
809;B05CA07;noksytioliini;noxytiolin;;
810;B05CA08;etakridiinilaktaatti;etakridinlaktat;;
811;B05CA09;neomysiini;neomycin;;
812;B05CA10;yhdistelmävalmisteet;kombinationer;;
813;B05CB;Suolaliuokset;Saltlösningar;;
814;B05CB01;natriumkloridi;natriumklorid;;
815;B05CB02;natriumsitraatti;natriumcitrat;;
816;B05CB03;magnesiumsitraatti;magnesiumcitrat;;
817;B05CB04;natriumbikarbonaatti;natriumbikarbonat;;
818;B05CB10;yhdistelmävalmisteet;kombinationer;;
819;B05CX;Muut huuhteluliuokset;Övriga spolvätskor;;
820;B05CX01;glukoosi;glukos;;
821;B05CX02;sorbitoli;sorbitol;;
858;B06A;MUUT HEMATOLOGISET VALMISTEET;ÖVRIGA HEMATOLOGISKA MEDEL;;
859;B06AA;Entsyymit;Enzympreparat;;
860;B06AA02;fibrinolysiini ja desoksiribonukleaasi;fibrinolysin och desoxiribonukleas;;
861;B06AA03;hyaluronidaasi;hyaluronidas;;
862;B06AA04;kymotrypsiini;kymotrypsin;;
863;B06AA07;trypsiini;trypsin;;
864;B06AA10;desoksiribonukleaasi;desoxiribonukleas;;
865;D03BA03;bromelaiinit;bromelainer;;
866;B06AA55;streptokinaasi, yhdistelmävalmisteet;kombinationer, inkl. streptokinas;;
867;B06AB;Verivalmisteet;Blodpreparat;;
868;B06AB01;hemiini;hemin;;
869;C;SYDÄN- JA VERISUONISAIRAUKSIEN LÄÄKKEET;HJÄRTA OCH KRETSLOPP;;
870;C01;SYDÄNLÄÄKKEET;MEDEL VID HJÄRTSJUKDOMAR;;
871;C01A;SYDÄNGLYKOSIDIT;HJÄRTGLYKOSIDER;;
872;C01AA;Digitalisglykosidit;Digitalisglykosider;;
873;C01AA01;asetyylidigitoksiini;acetyldigitoxin;0.2;mg
874;C01AA02;asetyylidigoksiini;acetyldigoxin;0.5;mg
875;C01AA03;digitaliksen lehdet;digitalisblad;0.1;g
876;C01AA04;digitoksiini;digitoxin;0.1;mg
877;C01AA05;digoksiini;digoxin;0.25;mg
878;C01AA06;lanatosidi C;lanatosid C;1;mg
879;C01AA07;deslanosidi;deslanosid;1;mg
770;B03BA51;syanokobalamiinin yhdistelmävalmisteet;cyanokobalamin, kombinationer;;
771;B03BB;Foolihappo ja sen johdokset;Folsyra och derivat;;
772;B03BB01;foolihappo;folsyra;0.4;mg
773;B03BB01;foolihappo;folsyra;10;mg
774;B03BB51;foolihapon yhdistelmävalmisteet;folsyra, kombinationer;;
775;B03X;MUUT ANEMIALÄÄKKEET;ÖVRIGA MEDEL VID ANEMIER;;
776;B03XA;Muut anemialääkeet;Övriga medel vid anemier;;
777;B03XA01;epoetiini;epoetin;1;TU
778;B05;VEREN KORVIKKEET JA PERFUUSIOLIUOKSET;BLODSUBSTITUT OCH INFUSIONSVÄTSKOR M.M.;;
779;B05A;VERI JA VERIVALMISTEET;BLOD OCH LIKNANDE MEDEL;;
780;B05AA;Veren korvikkeet ja plasman proteiinifraktiot;Blodsubstitut och plasmaproteiner;;
781;B05AA01;albumiini;albumin;;
782;B05AA02;muut plasman proteiinifraktiot;övriga plasmaproteiner;;
783;B05AA03;fluorokarboni veren korvikkeet;fluorokarbon blodsubstitut;;
784;B05AA05;dekstraani;dextran;;
785;B05AA06;gelatiini-polymeerit;gelatin-polymerisat;;
786;B05AA07;hydroksietyylitärkkelys;hydroxyetylstärkelse;;
822;B05CX03;glysiini;glycin;;
823;B05CX04;mannitoli;mannitol;;
824;B05CX10;yhdistelmävalmisteet;kombinationer;;
825;B05D;PERITONEAALIDIALYYSILIUOKSET;PERITONEALDIALYSVÄTSKOR;;
826;B05DA;Isotoniset liuokset;Isotona lösningar;;
827;B05DB;Hypertoniset liuokset;Hypertona lösningar;;
828;B05X;INFUUSIOKONSENTRAATIT;INFUSIONSKONCENTRAT;;
829;B05XA;Elektrolyyttiliuokset;Elektrolytlösningar;;
830;B05XA01;kaliumkloridi;kaliumklorid;;
831;B05XA02;natriumbikarbonaatti;natriumbikarbonat;;
832;B05XA03;natriumkloridi;natriumklorid;;
833;B05XA04;ammoniumkloridi;ammoniumklorid;;
834;B05XA05;magnesiumsulfaatti;magnesiumsulfat;;
835;B05XA06;kaliumfosfaatti, sis. yhdistelmävalmisteet muiden kaliumsuolojen kanssa;kaliumfosfat, inkl kombinationer med andra kaliumsalter;;
836;B05XA07;kalsiumkloridi;kalciumklorid;;
837;B05XA08;natriumasetaatti;natriumacetat;;
838;B05XA09;natriumfosfaatti;natriumfosfat;;
839;B05XA10;magnesiumfosfaatti;magnesiumfosfat;;
1;A;RUUANSULATUSELINTEN SAIRAUKSIEN JA AINEENVAIHDUNTASAIRAUKSIEN LÄÄKKEET;MATSMÄLTNINGSORGAN OCH ÄMNESOMSÄTTNING;;
2;A01;SUUN JA HAMPAIDEN HOITOON TARKOITETUT VALMISTEET;MEDEL VID MUN- OCH TANDSJUKDOMAR;;
3;A01A;SUUN JA HAMPAIDEN HOITOON TARKOITETUT VALMISTEET;MEDEL VID MUN- OCH TANDSJUKDOMAR;;
4;A01AA;Kariesta ehkäisevät lääkeaineet;Medel mot karies;;
5;A01AA01;natriumfluoridi;natriumfluorid;1.1;mg
6;A01AA02;natriummonofluorofosfaatti;natriummonofluorofosfat;;
7;A01AA03;olafluuri;olaflur;1.1;mg
8;A01AA30;yhdistelmävalmisteet;kombinationer;;
9;A01AB;Suun paikallishoitoon tarkoitetut mikrobilääkkeet;Kemoterapeutika och antiseptika för lokala behandling i munhålan;;
10;A01AB02;vetyperoksidi;väteperoxid;60;mg
11;A01AB03;klooriheksidiini;klorhexidin;30;mg
12;A01AB04;amfoterisiini;amfotericin;40;mg
13;A01AB05;polynoksyliini;polynoxylin;0.18;g
14;A01AB06;domifeeni;domifen;3;mg
104;A02BX09;asetoksoloni;acetoxolon;;
105;A02BX10;tsolimidiini;zolimidin;;
106;A02BX11;troksipidi;troxipid;;
107;A02BX12;vismuttisubnitraatti;vismutsubnitrat;;
108;A02BX51;karbenoksoloni, yhdistelmävalmisteet;karbenoxolon, kombinationer;;
109;A02BX71;karbenoksoloni ja psyykenlääke;karbenoxolon och psykofarmaka;;
110;A02BX77;gefarnaatti ja psyykenlääke;gefarnat och psykofarmaka;;
113;A03AX13;silikonit;silikoner;0.5;g
181;A03BA04;belladonna-alkaloidit;belladonnaalkaloider;1;mg
182;A03BB;Belladonna-alkaloidit, puolisynteettiset kvaternaariset ammoniumyhdisteet;Belladonnaalkaloider, halvsyntetiska kvartära ammoniumföreningar;;
183;A03BB01;butyyliskopolamiini;butylskopolamin;60;mg
184;A03BB02;metyyliatropiini;metylatropin;3;mg
185;A03BB03;metyyliskopolamiini;metylskopolamin;12;mg
186;A03BB04;fentonium;fentonium;60;mg
187;A03BB05;simetropiinibromidi;cimetropiumbromid;;
188;A03C;SPASMOLYYTIN JA PSYYKENLÄÄKKEEN YHDISTELMÄVALMISTEET;SPASMOLYTIKA I KOMBINATION MED PSYKOFARMAKA;;
189;A03CA;Synteettisen antikolinergin ja psyykenlääkkeen yhdistelmävalmisteet;Syntetiska antikolinergika i kombination med psykofarmaka;;
190;A03CA01;isopropamidi ja psyykenlääke;isopropamid och psykofarmaka;;
266;A05C;SAPENERITYSTÄ LISÄÄVIEN LÄÄKEAINEIDEN JA LIPOTROOPPISTEN AINEIDEN YHDISTELMÄVALMISTEET;KOMBINATIONER AV KOLERETIKA OCH LIPOTROPIKA;;
267;A06;UMMETUSLÄÄKKEET;LAXERMEDEL;;
268;A06A;UMMETUSLÄÄKKEET;LAXERMEDEL;;
269;A06AA;Suolen sisältöä pehmentävät ja liukastavat lääkeaineet;Mjukgörande och ytspänningsnedsättande laxantia;;
270;A06AA01;nestemäinen parafiini;flytande parafin;15;g
271;A06AA02;natriumdokusaatti;natriumdokusat;0.15;g
272;A06AA51;nestemäinen parafiini, yhdistelmävalmisteet;flytande parafin kombinationer;3;ED
273;A06AB;Kontaktilaksatiivit;Tarmirriterande medel;;
274;A06AB01;oksifenisatiini;oxifenisatin;10;mg
275;A06AB02;bisakodyyli;bisakodyl;10;mg
276;A06AB03;dantroni;dantron;50;mg
277;A06AB04;fenoliftaleiini;fenolftalein;0.2;g
278;A06AB05;risiiniöljy;ricinolja;20;g
279;A06AB06;sennaglykosidit;sennaglykosider;2;ED
280;A06AB06;sennaglykosidit;sennaglykosider;15;ED
281;A06AB07;sagrada;sagrada;;
282;A06AB08;natriumpikosulfaatti;natriumpikosulfat;5;mg
283;A06AB20;kontaktilaksatiivien yhdistelmävalmisteet;kombinationer av tarmirriterande medel;;
15;A01AB07;oksikinoliini;oxykinolin;80;mg
16;A01AB08;neomysiini;neomycin;;
17;A01AB09;mikonatsoli;mikonazol;0.2;g
18;A01AB10;natamysiini;natamycin;20;mg
19;A01AB11;muut;övriga medel;2;ED
20;A01AB12;heksetidiini;hexetidin;;
21;A01AB13;tetrasykliini;tetracyklin;;
22;A01AB14;bentsoksoniumkloridi;bensoxoniumklorid;;
23;A01AB15;tibetsoniumjodidi;tibezoniumjodid;;
24;A01AB16;mepartrisiini;mepartricin;;
25;A01AB17;metronidatsoli;metronidazol;;
26;A01AB18;klotrimatsoli;klotrimazol;;
116;A02BX13;algiinihappo;alginsyra;10;ED
117;A02BX13;algiinihappo;alginsyra;50;ml
118;A02X;MUUT LIIKAHAPPOISUUDEN HOITOON TARKOITETUT VALMISTEET;ÖVRIGA MEDEL VID HYPERACIDITET;;
119;A03;RUUANSULATUSKANAVAN TOIMINNALLISTEN HÄIRIÖIDEN LÄÄKKEET;MEDEL VID FUNKTIONELLA GASTROINTESTINALA STÖRNINGAR;;
120;A03A;RUUANSULATUSKANAVAN TOIMINNALLISTEN HÄIRIÖIDEN LÄÄKKEET;MEDEL VID FUNKTIONELLA GASTROINTESTINALA STÖRNINGAR;;
121;A03AA;Synteettiset antikolinergit, tertiäärisen amiiniryhmän sisältävät esterit;Syntetiska antikolinergika med tertiär aminogrupp;;
122;A03AA01;oksifensyklimiini;oxifencyklimin;20;mg
123;A03AA03;kamylofiini;kamylofin;0.2;g
124;A03AA04;mebeveriini;mebeverin;0.3;g
125;A03AA05;trimebutiini;trimebutin;0.6;g
191;A03CA02;klidiini ja psyykenlääke;klidin och psykofarmaka;4;ED
192;A03CA03;oksifensyklimiini ja psyykenlääke;oxifencyklimin och psykofarmaka;;
193;A03CA04;otiloniumbromidi ja psyykenlääke;otiloniumbromid och psykofarmaka;;
194;A03CA05;glykopyrronium ja psyykenlääke;glykopyrronium och psykofarmaka;2;ED
195;A03CA06;bevonium ja psyykenlääke;bevonium och psykofarmaka;;
196;A03CA07;ambutonium ja psyykenlääke;ambutonium och psykofarmaka;3;ED
197;A03CA08;difemaniili ja psyykenlääke;difemanil och psykofarmaka;;
198;A03CA30;emeproni ja psyykenlääke;emeproni och psykofarmaka;;
199;A03CA34;propanteliini ja psyykenlääke;propantelin och psykofarmaka;;
284;A06AB30;kontaktilaksatiivin ja belladonna-alkaloidien yhdistelmävalmisteet;tarmirriterande medel i kombination med belladonna-alkaloider;;
285;A06AB53;dantroni, yhdistelmävalmisteet;dantron, kombinationer;;
286;A06AB56;sennaglykosideja sisältävät yhdistelmävalmisteet;sennaglykosider, kombinationer;;
287;A06AB57;sagrada, yhdistelmävalmisteet;sagrada, kombinationer;;
288;A06AB58;natriumpikosulfaatti, yhdistelmävalmisteet;natriumpikosulfat, kombinationer;33;ED
289;A06AC;Suolen sisältöä lisäävät laksatiivit;Bulklaxativ;;
290;A06AC01;ispaghula (psylliumin siemenet);ispaghula (psylliumfrö);7;g
291;A06AC02;etuloosi;etulos;3;g
292;A06AC03;sterkulia;sterkuliagummi;8;g
293;A06AC05;pellavansiemenet;linfrö;;
294;A06AC06;metyyliselluloosa;metylcellulosa;2;g
295;A06AC07;vehnäkuitu;kostfiber;10;g
296;A06AC08;polykarbofiilikalsium;polykarbofilkalcium;2.5;g
297;A06AC51;ispaghula, yhdistelmävalmisteet;ispaghula, kombinationer;15;ED
298;A06AC53;sterkulia, yhdistelmävalmisteet;sterkuliagummi, kombinationer;;
299;A06AC55;pellavansiemenet, yhdistelmävalmisteet;linfrö, kombinationer;;
300;A06AD;Osmoottiset laksatiivit;Osmotiskt aktiva medel;;
27;A01AB19;natriumperboraatti;natriumperborat;;
28;A01AB21;klooritetrasykliini;klortetracyklin;;
29;A01AC;Suun paikallishoitoon tarkoitetut kortikosteroidit;Kortikosteroider för lokal behandling i munhålan;;
30;A01AC01;triamsinoloni;triamcinolon;;
31;A01AC02;deksametasoni;dexametason;;
32;A01AC03;hydrokortisoni;hydrokortison;;
33;A01AC54;prednisoloni, yhdistelmävalmisteet;prednisolon, kombinationer ;;
34;A01AD;Muut suun paikallishoitoon tarkoitetut lääkeaineet;Övriga medel för lokal behandling i munhålan;;
35;A01AD01;adrenaliini;adrenalin;;
36;R02AX03;bentsydamiini;benzydamin;9;mg
37;A01AD05;asetyylisalisyylihappo;acetylsalicylsyra;;
38;A01AD06;adrenaloni;adrenalon;;
39;A01AD11;muut;övriga medel;;
126;A03AA06;rosiveriini;rociverin;;
127;A03AA07;disykloveriini;dicykloverin;80;mg
128;A03AA08;diheksyveriini;dihexyverin;;
129;A03AA09;difemeriini;difemerin;;
130;A03AA30;piperidolaatti;piperidolat;;
131;A03AB;Synteettiset antikolinergit, kvaternaariset ammoniumyhdisteet;Syntetiska antikolinergika, kvartära ammoniumföreningar;;
132;A03AB01;bentsiloni;bensilon;70;mg
133;A03AB02;glykopyrroniumbromidi;glykopyrroniumbromid;0.3;mg
134;A03AB03;oksifenoni;oxyfenon;25;mg
135;A03AB04;pentienaatti;pentienat;15;mg
200;A03CB;Belladonnan tai sen johdosten ja psyykenlääkkeen yhdistelmävalmisteet;Belladonna och derivat i kombination med psykofarmaka;;
201;A03CB01;metyyliskopolamiini ja psyykenlääke ;metylskopolamin och psykofarmaka;;
202;A03CB02;belladonna-alkaloidit ja psyykenlääke;belladonnaalkaloider och psykofarmaka;;
203;A03CB03;atropiini ja psyykenlääke;atropin och psykofarmaka;;
204;A03CB04;homatropiinimetyylibromidi ja psyykenlääke;homatropinmetylbromid och psykofarmaka;;
205;A03CB31;hyoskyamiini ja psyykenlääke;hyoscyamin och psykofarmaka;;
206;A03CC;Muut psyykenlääkkeitä sisältävät yhdistelmävalmisteet;Övriga kombinationer med psykofarmaka;;
207;A03D;SPASMOLYYTIN JA ANALGEETIN YHDISTELMÄVALMISTEET;SPASMOLYTIKA I KOMBINATION MED ANALGETIKA;;
208;A03DA;Synteettisen antikolinergin ja analgeetin yhdistelmävalmisteet;Syntetiska antikolinergika i kombination med analgetika;;
301;A06AD01;magnesiumkarbonaatti;magnesiumkarbonat;7;g
302;A06AD02;magnesiumoksidi;magnesiumoxid;7;g
303;A06AD03;magnesiumperoksidi;magnesiumperoxid;;
304;A06AD04;magnesiumsulfaatti;magnesiumsulfat;7;g
305;A06AD10;mineraalisuolojen yhdistelmävalmisteet;mineralsalter, kombinationer;;
306;A06AD11;laktuloosi;laktulos;6.7;g
307;A06AD12;laktitoli;laktitol;10;g
308;A06AD13;natriumsulfaatti (glaubersuola);natriumsulfat (glaubersalt);;
309;A06AD14;pentaeritrityylitetranitraatti;pentaeritrityltetranitrat;;
310;A06AD61;laktuloosi, yhdistelmävalmisteet;laktulos, kombinationer;;
311;A06AG;Peräruiskeet;Klysma;;
312;A06AG01;natriumfosfaatti;natriumfosfat;;
313;A06AG02;bisakodyyli;bisakodyl;1;ED
314;A06AG03;dantroni ja dantronia sisältävät yhdistelmävalmisteet;dantron, inkl. kombinationer;;
315;A06AG04;glyseroli;glycerol;;
316;A06AG06;öljyt;oljor;;
317;A06AG07;sorbitoli;sorbitol;;
318;A06AG10;natriumdokusaatti ja natriumdokusaattia sisältävät yhdistelmävalmisteet;natriumdokusat, inkl. kombinationer;1;ED
319;A06AG11;lauryylisulfaatti ja lauryylisulfaattia sisältävät yhdistelmävalmisteet ;laurylsulfat, inkl. kombinationer;;
40;A02;LIIKAHAPPOISUUDEN HOITOON TARKOITETUT VALMISTEET;MEDEL VID HYPERACIDITET;;
41;A02A;ANTASIDIT;ANTACIDA;;
42;A02AA;Magnesiumyhdisteet;Magnesiumföreningar;;
43;A02AA01;magnesiumkarbonaatti;magnesiumkarbonat;;
44;A02AA02;magnesiumoksidi;magnesiumoxid;;
45;A02AA03;magnesiumperoksidi;magnesiumperoxid;;
46;A02AA04;magnesiumhydroksidi;magnesiumhydroxid;3;g
47;A02AA05;magnesiumsilikaatti;magnesiumsilikat;;
48;A02AA10;yhdistelmävalmisteet;kombinationer;;
49;A02AB;Aluminiumyhdisteet;Aluminiumföreningar;;
50;A02AB01;aluminiumoksidi;aluminiumoxid;;
51;A02AB02;aluminiumhydroksidi;aluminiumhydroxid;5;g
52;A02AB03;aluminiumfosfaatti;aluminiumfosfat;;
53;A02AB04;dihydroksialuminiumnatriumkarbonaatti;dihydroxialuminiumnatriumkarbonat;;
54;A02AB05;aluminiumasetoasetaatti;aluminiumacetoacetat;;
55;A02AB06;aloglutamoli;aloglutamol;;
56;A02AB07;aluminiumglysinaatti;aluminiumglycinat;;
57;A02AB10;yhdistelmävalmisteet;kombinationer;;
136;A03AB05;propanteliini;propantelin;60;mg
137;A03AB06;otiloniumbromidi;otiloniumbromid;;
138;A03AB07;metanteliini;metantelin;0.15;g
139;A03AB08;tridiheksetyyli;tridihexetyl;0.125;g
140;A03AB09;isopropamidi;isopropamid;10;mg
141;A03AB10;heksosykliini;hexocyklium;0.15;g
142;A03AB11;poldiini;poldin;12;mg
143;A03AB12;mepentsolaatti;mepenzolat;0.1;g
144;A03AB13;bevonium;bevonium;0.2;g
145;A03AB14;pipentsolaatti;pipenzolat;20;mg
209;A03DA01;tropentsiloni ja analgeetti;tropenzilon och analgetika;;
210;A03DA02;pitofenoni ja analgeetti;pitofenon och analgetika;5;ED
211;A03DA02;pitofenoni ja analgeetti;pitofenon och analgetika;2;ED
212;A03DA02;pitofenoni ja analgeetti;pitofenon och analgetika;4;ED
213;A03DA03;bevonium ja analgeetti;bevonium och analgetika;;
214;A03DA04;siklonium ja analgeetti;ciklonium och analgetika;;
215;A03DA05;kamylofiini ja analgeetti;kamylofin och analgetika;;
216;A03DA06;trospium ja analgeetti;trospium och analgetika;;
217;A03DB;Belladonnan tai sen johdosten ja analgeetin yhdistelmävalmisteet;Belladonna och derivat i kombination med analgetika;;
218;A03DB04;butyyliskopolamiini ja analgeetti;butylskopolamin och analgetika;;
320;A06AG20;yhdistelmävalmisteet;kombinationer;;
321;A06AX;Muut ummetuslääkkeet;Övriga laxermedel;;
322;A06AX01;glyseroli;glycerol;;
323;A06AX02;hiilidioksidia muodostavat valmisteet;koldioxidutvecklande medel;;
324;A07;RIPULIN JA SUOLISTOINFEKTIOIDEN LÄÄKKEET;ANTIDIARROIKA OCH MEDEL VID INTESTINALA INFEKTIONER OCH INFLAMMATIONER;;
325;A07A;SUOLISTOINFEKTIOLÄÄKKEET;MEDEL VID TARMINFEKTIONER;;
326;A07AA;Antibiootit;Antibiotika;;
327;A07AA01;neomysiini;neomycin;5;g
328;A07AA02;nystatiini;nystatin;1.5;MU
329;A07AA03;natamysiini;natamycin;0.3;g
330;A07AA04;streptomysiini;streptomycin;;
331;A07AA05;polymyksiini B;polymyxin B;3;MU
332;A07AA06;paromomysiini;paromomycin;3;g
333;A07AA07;amfoterisiini;amfotericin;0.4;g
