vnr	ATC	valmiste	vahvuus	vahvuus_num	pkoko	pkoko_num
4391	G04BE01	MUSE	1000 MIKROG	1000	6	6
4412	N06AB03	SEROMEX	10MG	10	100 FOL	100
4432	C07AB03	UNILOC	25 MG	25	30	30
4450	B01AC17	AGGRASTAT	50 mikrog/ml	50	250 ml	250
4451	J01FA15	KETEK	400 MG	400	10 FOL	10
4462	J01FA15	KETEK	400 MG	400	14 FOL	14
4503	A12AX	CALCICHEW-D3 FORTE	500MG/400IU		100	100
4516	D07AA02	HYDROCORTISON ESSEX	0.01	0.01	100G	100
4553	D07AA02	HYDROCORTISON ESSEX	0.01	0.01	50G	50
4554	C08CA02	FELODIPIN HEXAL	5MG	5	30	30
4560	C07AB07	BISOPROLOL BIOCHEMIE	5 MG	5	30 FOL	30
4562	A10BA02	METFORMIN BIOCHEMIE	500MG	500	100 FOL	100
4579	G03FA14	FEMOSTON CONTI	1/5		3X28 FOL	84
4586	A10BB12	AMARYL	4 MG	4	90 FOL	90
4600	N06AB03	SEROMEX	10MG	10	30 FOL	30
4604	D07AA02	HYDROCORTISON ESSEX	0.01	0.01	100G	100
4665	G04BD04	DITROPAN	5MG	5	100 FOL	100
4688	L04AC03	KINERET	100MG	100	7X0.67ML	7
4698	C08CA02	FELODIPIN HEXAL	5 MG	5	100	100
4699	L04AC03	KINERET	100 MG	100	"28 X 0,67 ML"	28
4701	G04BD04	DITROPAN	5MG	5	20 FOL	20
4709	C08CA02	FELODIPIN HEXAL	10MG	10	30	30
4720	C08CA02	FELODIPIN HEXAL	10 MG	10	100	100
4721	J01FA01	ABBOTICIN NOVUM	500MG	500	40	40
4737	C07AB07	BISOPROLOL BIOCHEMIE	5MG	5	100	100
4759	C07AB07	BISOPROLOL BIOCHEMIE	10MG	10	100 FOL	100
4794	A10BA02	METFORMIN BIOCHEMIE	850MG	850	100 FOL	100
4795	N02AA05	OXYNORM	5 MG	5	28	28
4801	A02BC02	SOMAC	40 MG	40	28 FOL	28
4804	J01FA01	ABBOTICIN NOVUM	500MG	500	100	100
4806	A02BA02	ZANTAC	300MG	300	28	28
4838	C07AA05	INDERAL	10MG	10	100 FOL	100
4853	N06BX03	NOOTROPIL	1200MG	1200	30 FOL	30
4861	N06BX03	NOOTROPIL	1200 MG	1200	100 FOL	100
4891	G04BD07	DETRUSITOL SR	4 MG	4	100	100
4913	C09AA03	LISINOPRIL GENERICS	10 MG	10	100 FOL	100
4931	S01ED51	XALCOM	50 MIKROG/5 MG/ML		"1X2,5 ML"	2.5
4938	C09AA03	LISINOPRIL GENERICS	10MG	10	30 FOL	30
4952	C07AA05	INDERAL	40MG	40	100 FOL	100
4954	P01AB01	METRONIDAZOL ALPHARMA	500MG	500	14	14
4958	C09AA03	LISINOPRIL GENERICS	20MG	20	100 FOL	100
4960	C07AA05	INDERAL	80MG	80	250	250
4965	P01AB01	METRONIDAZOL ACTAVIS	500 MG	500	24	24
4979	C09AA03	LISINOPRIL GENERICS	5MG	5	100 FOL	100
5031	P01AB01	METRONIDAZOL ACTAVIS	500 MG	500	100	100
5058	M01AB16	BARCAN	100MG	100	10 FOL	10
5064	S01ED51	XALCOM	50 MIKROG/5 MG/ML		"3 X 2,5 ML"	7.5
5068	N02AA05	OXYNORM	10 MG	10	28	28
5085	J07AJ52	BOOSTRIX			0.5 ml	1
5088	N02AA05	OXYNORM	20 MG	20	28	28
5096	J07AJ52	BOOSTRIX			10 x 0.5 ml	10
5100	M01AE01	IBUMAX	600 MG	600	10	10
5108	G04CA02	OMNIC	"0,4 MG"	0.4	90 FOL	90
5123	J01MA02	CIPROFLOXACIN BIOCHEMIE	250 MG	250	10 FOL	10
5126	C09BA04	COVERSYL COMP	"4/1,25 MG"		30	30
5127	J01MA02	CIPROFLOXACIN BIOCHEMIE	250 MG	250	20 FOL	20
5135	C09BA04	COVERSYL COMP	"4/1,25 MG"		90	90
5144	J01MA02	CIPROFLOXACIN GENERICS	250MG	250	10 FOL	10
5145	C09AA05	CARDACE	10 MG	10	98 FOL	98
5147	J01MA02	CIPROFLOXACIN BIOCHEMIE	500 MG	500	10 FOL	10
5149	C09AA05	CARDACE	10 MG	10	28 FOL	28
5152	J01MA02	CIPROFLOXACIN GENERICS	250MG	250	20 FOL	20
5166	N06DA04	REMINYL	4MG	4	56 FOL	56
5171	J01MA02	CIPROFLOXACIN BIOCHEMIE	500 MG	500	20 FOL	20
5174	J01MA02	CIPROFLOXACIN GENERICS	500MG	500	10 FOL	10
5185	J01MA02	CIPROFLOXACIN GENERICS	500MG	500	20 FOL	20
5198	J01XC01	FUCIDIN	50MG/ML	50	90 ML	90
5202	J01MA02	CIPROFLOXACIN BIOCHEMIE	750 MG	750	20 FOL	20
5209	A02BC02	SOMAC	40 MG	40	56 FOL	56
5223	C04AE01	ARTERGIN	3MG	3	30	30
5225	A02BA02	ZANTAC	300MG	300	15	15
5231	C04AE01	ARTERGIN	3MG	3	100	100
5233	C07AB07	BISOPROLOL RATIOPHARM	5 MG	5	28 FOL	28
5244	M01AE01	IBUMAX	600 MG	600	100	100
5255	M01AE01	IBUMAX	600 MG	600	30	30
5265	N06DA04	REMINYL	8MG	8	112 FOL	112
5290	C09AA03	LISINOPRIL BIOCHEMIE	2.5MG	2.5	30FOL	30
5296	N05AH04	SEROQUEL	300 MG	300	100 FOL	100
5297	C07AB07	BISOPROLOL RATIOPHARM	5 MG	5	28 FOL	28
5303	N02CC03	ZOMIG NASAL	5 MG/ANNOS	5	"2 X 0,1 ML"	2
5306	A04AA01	ZOFRAN	8 MG	8	10 FOL	10
5312	C09AA03	LISINOPRIL BIOCHEMIE	5MG	5	30 FOL	30
5323	C09AA03	LISINOPRIL BIOCHEMIE	5MG	5	100 FOL	100
5333	L01BC01	CYTARABINE PFIZER	100 mg/ml	100	20 ml	20
5344	L01BC01	CYTARABINE PFIZER	100 mg/ml	100	10 ml	10
5345	C09AA03	LISINOPRIL BIOCHEMIE	10MG	10	30 FOL	30
5347	N02CC02	NARAMIG	2.5MG	2.5	6FOL	6
5355	S01AA13	FUCITHALMIC	10MG/G	10	12X0.2G	12
5356	C09AA03	LISINOPRIL BIOCHEMIE	10MG	10	100 FOL	100
5363	L02AE03	ZOLADEX	"10,8 MG"	10.8	1	1
5369	G02BB01	NUVARING	"0,120 mg / 0,015 mg per 24 h"		1	1
5378	C09AA03	LISINOPRIL BIOCHEMIE	20MG	20	100 FOL	100
5380	L01XD03	METVIX	160MG/G	160	2G	2
5424	C07AB07	BISOPROLOL 2K	5 MG	5	30 FOL	30
5434	D05AX02	DAIVONEX COMBIPACK	50 + 50 MIKROG/G		120 + 120 G	120
5436	G02BB01	NUVARING	"0,120 mg / 0,015 mg per 24 h"		3	3
5455	V08DA05	SONOVUE	8 mikrol/ml	8	25 mg + 5 ml	1
5467	C09AA05	RAMACE	10MG	10	28 FOL	28
5473	C09AA05	RAMACE	10MG	10	98 FOL	98
5483	R03AL01	ATROVENT COMP ECO	20/50 MCG/ANN		200	200
5488	N02CC01	MIGMAX	50MG	50	2 FOL	2
5494	S01XA20	OFTAGEL	"2,5 MG/G"	2.5	3 X 10 G	3
5498	C09AA03	LISINOPRIL GENERICS	5MG	5	30 FOL	30
5502	C07AB07	BISOPROLOL 2K	5 MG	5	100 FOL	100
5507	M05BA04	FOSAMAX	70MG	70	4 FOL	4
5522	C07AB07	BISOPROLOL 2K	10 MG	10	30 FOL	30
5524	C07AB07	BISOPROLOL ACTAVIS	10 MG	10	100 FOL	100
5526	N05AH03	ZYPREXA	20 mg	20	28	28
5561	N02CC01	MIGMAX	50MG	50	6 FOL	6
5565	M05BA04	FOSAMAX	70MG	70	12 FOL	12
5575	C09AA03	LISINOPRIL GENERICS	20MG	20	30 FOL	30
5588	R03BB04	SPIRIVA	18 MIKROG	18	30	30
5589	G03CA03	ESTRADOT	"37,5 MIKROG/24 H"	37.5	24	24
5597	A03FA02	PREPULSID	20MG	20	60 FOL	60
5600	R03BB04	SPIRIVA	18 MIKROG	18	30	30
5612	G03CA03	ESTRADOT	50 MIKROG/24 H	50	8	8
5623	G03CA03	ESTRADOT	50 MIKROG/24 H	50	24	24
5634	G03CA03	ESTRADOT	75 MIKROG/24 H	75	24	24
5650	G03CA03	ESTRADOT	100 MIKROG/24 H	100	24	24
5710	J01FA01	ERY-MAX	250MG	250	100	100
5744	M01AB05	TRABONA	50MG	50	20	20
5746	N06AB10	CIPRALEX	5 MG	5	14	14
5757	N06AB10	CIPRALEX	5MG	5	28FOL	28
5766	H01CC02	CETROTIDE	"0,25 MG"	0.25	"0,25 MG"	0.25
5768	N06AB10	CIPRALEX	5 MG	5	56	56
5769	J01XX05	HIPREX	1G	1	100	100
5771	C09DA02	TEVETEN COMP	"600/12,5 MG"		28 FOL	28
5777	C07AA05	INDERAL	160MG	160	100 FOL	100
5779	N06AB10	CIPRALEX	5MG	5	98	98
5782	L01BB05	FLUDARA	10 MG	10	15	15
5784	N06AB05	SERODUR	20MG	20	20FOL	20
5790	N06AB10	CIPRALEX	5 MG	5	100	100
5793	C07AB03	UNILOC	25MG	25	100	100
5803	N06AB10	CIPRALEX	10 MG	10	14	14
5812	N06AB10	CIPRALEX	10 MG	10	28	28
5819	C08CA01	NORVASC	5 MG	5	28 FOL	28
5823	N06AB10	CIPRALEX	10 MG	10	56	56
5827	M01AB05	TRABONA	50MG	50	100	100
5834	N06AB10	CIPRALEX	10 MG	10	98	98
5835	D07AA02	HYDROCORTISON	10MG/ML	10	30ML	30
5836	L01BB05	FLUDARA	10 MG	10	20	20
5837	C09DA02	TEVETEN COMP	"600/12,5 MG"		98 FOL	98
5845	N06AB10	CIPRALEX	10 MG	10	100	100
5853	N06AB05	SERODUR	20MG	20	100FOL	100
5856	N06AB10	CIPRALEX	15MG	15	14FOL	14
5860	N06AB05	SERODUR	20MG	20	60FOL	60
5867	N06AB10	CIPRALEX	15 MG	15	28	28
5868	A16AX03	AMMONAPS	500 MG	500	250	250
5870	J07CA09	INFANRIX HEXA			0.5 ml + 3 ml	1
5872	C09DA07	MICARDISPLUS	"40/12,5 MG"		28 FOL	28
5876	C08CA01	NORVASC	5 MG	5	98 FOL	98
5878	N06AB10	CIPRALEX	15 MG	15	56	56
5879	N05AH02	FROIDIR	25 MG	25	30	30
5884	P01BC02	LARIAM	250MG	250	8	8
5885	N05AH03	ZYPREXA	10 mg	10	10 mg	1
5894	C09DA07	MICARDISPLUS	"40/12,5 MG"		98 FOL	98
5902	N06AB10	CIPRALEX	15 MG	15	100	100
5910	C09CA03	DIOVAN	80 MG	80	28 FOL	28
5911	N06AB10	CIPRALEX	20MG	20	14FOL	14
5922	N06AB10	CIPRALEX	20 MG	20	28	28
5926	C08CA01	NORVASC	10 MG	10	98 FOL	98
5932	C09CA03	DIOVAN	80 MG	80	98 FOL	98
5933	N06AB10	CIPRALEX	20 MG	20	56	56
5944	N06AB10	CIPRALEX	20MG	20	98FOL	98
5949	J01CR02	AMOXIN COMP	875 MG/125 MG		10 FOL	10
5954	C09CA03	DIOVAN	160 MG	160	28 FOL	28
5958	N02CC01	IMIGRAN	20 MG/ANNOS	20	12	12
5960	C09AA03	LISINOPRIL RATIOPHARM	10MG	10	98 FOL	98
5963	J01CR02	AMOXIN COMP	875 MG/125 MG		14 FOL	14
5967	A10AB01	ACTRAPID	100IU/ML	100	5ML	5
5975	C07AA05	INDERAL RETARD	160MG	160	50	50
5976	C09CA03	DIOVAN	160 MG	160	98 FOL	98
5983	J01DB05	CEFADROXIL GENERICS	1 G	1	7	7
6007	R03BC03	TILADE MINT	2MG/DOS	2	6X2X56 DOS	672
6015	D07AA02	HYDROCORTISON	10 MG/ML	10	100 ML	100
6023	A10AC01	MONOTARD	100IU/ML	100	5ML	5
6024	A10AD05	NOVOMIX 30	100 U/ML	100	5 X 3 ML	15
6031	C07AA05	INDERAL RETARD	160MG	160	100	100
6051	N06AB05	PAROXETIN MERCK NM	20 MG	20	100	100
6062	A10BA02	METFORMIN ACTAVIS	500 MG	500	100	100
6068	C03BA11	NATRILIX RETARD	"1,5 MG"	1.5	90 FOL	90
6073	A10BA02	METFORMIN ACTAVIS	850 MG	850	100	100
6079	J02AX04	CANCIDAS	70 mg	70	70 mg	1
6080	A10AE01	ULTRATARD	100IU/ML	100	5ML	5
6082	C09AA03	LISINOPRIL RATIOPHARM	10 MG	10	28 FOL	28
6093	C09AA03	LISINOPRIL RATIOPHARM	20MG	20	98 FOL	98
6102	A10AB05	NOVORAPID FLEXPEN	100 U/ML	100	5 X 3 ML	15
6104	C09AA03	LISINOPRIL RATIOPHARM	20 MG	20	28 FOL	28
6109	N02AX02	TRAMBO	50 MG	50	100 FOL	100
6115	J02AX04	CANCIDAS	50 mg	50	50 mg	1
6132	A02BA02	RANIMEX	150MG	150	24 FOL	24
6152	N05CF02	ZOLPIDEM GEA	10 MG	10	10 FOL	10
6163	D07CB01	AUREOCORT			15G	15
6180	J01CA04	AMORION	375 MG	375	14 FOL	14
6183	J01DB01	KEFEXIN	500 MG	500	14 FOL	14
6185	J01CE02	V-PEN 1500	"1,5 MILJ IU (1500)"	1000	14 FOL	14
6192	J01CA04	AMORION	500 MG	500	14 FOL	14
6200	N05CF02	ZOLPIDEM GEA	10 MG	10	30 FOL	30
6203	J01CA04	AMORION	750 MG	750	14 FOL	14
6213	M01AB02	CLINORIL	100MG	100	30	30
6221	M01AB02	CLINORIL	100MG	100	100	100
6222	J01DB01	KEFEXIN	750 MG	750	14 FOL	14
6224	N05CF02	ZOLPIDEM GEA	10 MG	10	100 FOL	100
6240	B05DB	PHYSIONEAL 40 GLUCOSE	"13,6MG/ML"	13.6	4X2000 ML	4
6244	N02AA05	OXYNORM	10 MG	10	98	98
6249	B05DB	PHYSIONEAL 40 GLUCOSE	38.6MG/ML	38.6	4X2.5L	4
6254	M01AE03	ORUDIS	50MG/ML	50	10X2ML	20
6255	N02AA05	OXYNORM	20 MG	20	98	98
6263	N02AA05	OXYNORM	5 MG	5	98	98
6264	B05DA	PHYSIONEAL 40 GLUCOSE	"13,6 MG/ML"	13.6	4 X 2500 ML	4
6273	J01CA04	AMORION	100 MG/ML	100	30 ML	30
6275	B05DA	PHYSIONEAL 40 GLUCOSE	13.6MG/ML	13.6	5X1.5L	5
6276	A02BA02	RANIMEX	300MG	300	20 FOL	20
6279	J01CE02	V-PEN	50 MG/ML	50	100 ML	100
6281	B05DA	PHYSIONEAL 40 GLUCOSE	"13,6MG/ML"	13.6	4X2000 ML	4
6283	B05DB	PHYSIONEAL 40 GLUCOSE	38.6 mg/ml	38.6	4 x 2500 ml	4
6286	B05DB	PHYSIONEAL 40 GLUCOSE	38.6MG/ML	38.6	4X2L	4
6292	B05DA	PHYSIONEAL 40 GLUCOSE	"13,6 MG/ML"	13.6	4 X 2500 ML	4
6299	J01CA04	AMORION	100 MG/ML	100	50 ML	50
6305	C09AA03	LISINOPRIL RATIOPHARM	10 MG	10	100 FOL	100
6308	N02AX02	TRAMBO	50 MG	50	20 FOL	20
6323	C09AA03	LISINOPRIL RATIOPHARM	20 MG	20	100 FOL	100
6324	J01CE02	V-PEN	50 MG/ML	50	60 ML	60
6334	J01CA04	AMORION	50 MG/ML	50	60 ML	60
6343	B05DB	PHYSIONEAL 40 GLUCOSE	38.6MG/ML	38.6	4X2L	4
6350	J01CA04	AMORION	50 MG/ML	50	100 ML	100
6375	B05DB	PHYSIONEAL 40 GLUCOSE	"22,7 MG/ML"	22.7	4 X 2500 ML	4
6384	B05DB	PHYSIONEAL 40 GLUCOSE	"22,7MG/ML"	22.7	5X1.5L	5
6400	B05DB	PHYSIONEAL 40 GLUCOSE	"22,7MG/ML"	22.7	4X2000 ML	4
6406	B05DB	PHYSIONEAL 40 GLUCOSE	"22,7 MG/ML"	22.7	4 X 2500 ML	4
6413	N02AB03	ACTIQ	600MIKROG	600	30FOL	30
6422	N02AB03	ACTIQ	800MIKROG	800	3FOL	3
6461	B05DB	PHYSIONEAL 40 GLUCOSE	22.7MG/ML	22.7	4X2L	4
6500	J01XX08	ZYVOXID	600 MG	600	10 FOL	10
6516	G03FB09	FEMSEVEN COMBI	50MIKROG/10MIKROG/24T		2+2	4
6522	S01ED01	TIMOSAN	1 mg/g	1	3 x 5 g	3
6547	B01AX05	ARIXTRA	"2,5 MG/0,5 ML"	2.5	"10 X 0,5 ML"	10
6558	B01AX05	ARIXTRA	"2,5 MG/0,5 ML"	2.5	"20 X 0,5 ML"	20
6627	C02DC01	MINONA	10MG	10	100	100
6635	C02DC01	MINONA	5MG	5	30	30
6643	C02DC01	MINONA	5MG	5	100	100
6656	N06AB03	FLUOXAL	20MG	20	100	100
6670	C10AA04	LESCOL	80MG	80	28 FOL	28
6672	N07BB04	REVIA	50 MG	50	28 FOL	28
6690	N06AB03	FLUOXAL	20MG	20	30FOL	30
6732	A16AB04	FABRAZYME	35 mg	35	1	1
6750	C10AA04	LESCOL	80MG	80	98 FOL	98
6753	C07AB07	BISOPRAL	5MG	5	30FOL	30
6756	N06AG02	MOCLOBEMID ACTAVIS	150MG	150	30	30
6758	A02BA02	RANITIDIN PLIVA	150MG	150	60FOL	60
6764	C07AB07	BISOPRAL	10MG	10	100 FOL	100
6773	N06AG02	MOCLOBEMID ACTAVIS	300MG	300	30	30
6780	A02BA02	RANITIDIN PLIVA	300MG	300	30FOL	30
6781	N06AG02	MOCLOBEMID ACTAVIS	300 MG	300	60	60
6786	C09AA02	ENALAPRIL ACTAVIS	5MG	5	100	100
6787	C09AA03	LISINOPRIL ACTAVIS	5MG	5	100	100
6788	C09AA01	CAPTOPRIL ACTAVIS	25MG	25	100 FOL	100
6798	S01AD03	ACICLOVIR HEXAL	0.03	0.03	"4,5 G"	4.5
6799	C07AB07	BISOPRAL	5MG	5	100 FOL	100
6810	J01CA04	AMORION	375 MG	375	20 FOL	20
6814	N06AG02	MOCLOBEMID ACTAVIS	150 MG	150	100	100
6815	D07AA02	HYDROCORTISON-RATIOPHARM	0.01	0.01	100 G	100
6818	J01DB01	KEFEXIN	250 MG	250	20 FOL	20
6825	A04AA03	NAVOBAN	5 MG	5	5 FOL	5
6826	J01CE02	V-PEN 1500	"1,5 MILJ IU (1500)"	1000	20 FOL	20
6827	B05DB	BALANCE 1.5 % GLUKOOSI 1.75 MMOL/L KALSIUM			4 x 2500 ml	4
6849	B05DA	BALANCE	"1,75MMOL/L CA"	1.75	4 X 3000 ML	4
6860	B05DA	BALANCE	"1,5% GLUKOOSI/1,75MMOL/L CA"	1.5	4 X 2000 ML	4
6899	A07EA06	BUDENOFALK	3 MG	3	50 FOL	50
6903	L03AX13	COPAXONE	20MG	20	28X1+SOL	28
6914	C09CA01	COZAAR	100 MG	100	28 FOL	28
6915	B05DB	BALANCE 4.25 % GLUKOOSI 1.75 MMOL/L KALSIUM			4 x 2500 ml	4
6921	A07EA06	BUDENOFALK	3 MG	3	100 FOL	100
6928	C09CA01	COZAAR	100 MG	100	98 FOL	98
6930	N06AX11	MIRTAZON	30 MG	30	100	100
6937	B05DB	BALANCE	"4,25% GLUKOOSI/1,75MMOL/L CA"	4.25	4X2000ML	4
6941	H01CB03	SOMATULINE AUTOGEL	120 MG	120	1	1
6948	B05DB	BALANCE 4.25 % GLUKOOSI 1.75 MMOL/L KALSIUM			4 x 3000 ml	4
6970	B05DB	BALANCE 2.3 % GLUKOOSI 1.75 MMOL/L KALSIUM			4 x 2500 ml	4
6976	J01CA04	AMORION	375 MG	375	30 FOL	30
6980	N06AX11	MIRTAZON	30 MG	30	30	30
6988	H01CB03	SOMATULINE AUTOGEL	90 MG	90	1	1
6989	J01CA04	AMORION	500 MG	500	20 FOL	20
6992	B05DB	BALANCE			4 X 2000 ML	4
6998	J01CA04	AMORION	500 MG	500	30 FOL	30
7002	H01CB03	SOMATULINE AUTOGEL	60 MG	60	1	1
7003	B05DB	BALANCE	2.3% GLUKOOSI/1.75MMOL/L CA	2.3	4X3000ML	4
7007	N01AH01	FENTANYL HAMELN	50 mikrog/ml	50	10 x 2 ml	10
7009	J01CA04	AMORION	750 MG	750	20 FOL	20
7015	N01AH03	SUFENTANIL-HAMELN	50 mikrog/ml	50	5 x 5 ml	5
7016	N01AH01	FENTANYL HAMELN	50 mikrog/ml	50	10 x 10 ml	10
7030	J05AB01	ACICLOVIR HEXAL	200 MG	200	25	25
7036	D07AA02	HYDROCORTISON-RATIOPHARM	0.01	0.01	50 G	50
7039	N05AA02	NOZINAN	5MG	5	30	30
7040	C09AA02	ENALAPRIL ACTAVIS	5MG	5	30	30
7050	J01DB01	KEFEXIN	250 MG	250	30 FOL	30
7051	C09AA02	ENALAPRIL ACTAVIS	10 MG	10	100	100
7061	J01DB01	KEFEXIN	500 MG	500	20 FOL	20
7064	C09AA02	ENALAPRIL ACTAVIS	10MG	10	30	30
7072	J01DB01	KEFEXIN	500 MG	500	30 FOL	30
7073	C09AA02	ENALAPRIL ACTAVIS	20 MG	20	100	100
7083	J01DB01	KEFEXIN	750 MG	750	20 FOL	20
7084	C09AA02	ENALAPRIL ACTAVIS	20MG	20	30	30
7097	N03AG01	ABSENOR	100 MG	100	100	100
7098	C09AA03	LISINOPRIL ACTAVIS	5MG	5	30	30
7099	C10AA07	CRESTOR	10 MG	10	28 FOL	28
7102	G03CA03	ESTRENA	1 MG/G	1	3 X 50 G	150
7104	N05AA02	NOZINAN	5MG	5	100	100
7107	C09AA03	LISINOPRIL ACTAVIS	10 MG	10	100	100
7108	N06AB03	FLUOKSETIINI ENNAPHARMA	20MG	20	100FOL	100
7109	J05AB01	ACICLOVIR HEXAL	800 MG	800	35	35
7111	N03AG01	ABSENOR	300 MG	300	100	100
7113	J01FA09	ZECLAR OD	500 MG	500	14 FOL	14
7118	C09AA03	LISINOPRIL ACTAVIS	10MG	10	30	30
7119	C07AB07	BISOPRAL	10MG	10	30FOL	30
7120	N05AA02	NOZINAN	25MG	25	30	30
7123	V03AE02	RENAGEL	800 MG	800	180	180
7128	L01XE01	GLIVEC	100MG	100	120	120
7129	C09AA03	LISINOPRIL ACTAVIS	20 MG	20	100	100
7133	C10AA07	CRESTOR	10 MG	10	98 FOL	98
7134	N03AG01	ABSENOR	500 MG	500	100	100
7138	N05AA02	NOZINAN	25MG	25	100	100
7140	C09AA03	LISINOPRIL ACTAVIS	20MG	20	30	30
7144	C10AA07	CRESTOR	20 MG	20	28 FOL	28
7149	N04BC06	CABASER	1 MG	1	30	30
7155	C10AA07	CRESTOR	20 MG	20	98 FOL	98
7157	J01CE02	V-PEN 500	330MG	330	20 FOL	20
7161	N05AA02	NOZINAN	100MG	100	100	100
7165	C09AA01	CAPTOPRIL ACTAVIS	50MG	50	100	100
7166	C10AA07	CRESTOR	40 MG	40	28 FOL	28
7168	J01CE02	V-PEN 500	330MG	330	30 FOL	30
7181	J01CE02	V-PEN MEGA	1 MILJ IU (MEGA)	666.6666667	20 FOL	20
7186	C10AA07	CRESTOR	40 MG	40	98 FOL	98
7190	J01CE02	V-PEN MEGA	1 MILJ IU (MEGA)	666.6666667	30 FOL	30
7215	G03CA03	ESTRENA	1 MG/G	1	50 G	50
7223	B01AD12	CEPROTIN	500 IU	500	500 IU + 5 ml	1
7228	J05AB11	ZELITREX	500MG	500	42FOL	42
7264	N02AX02	TRADOLAN RETARD	100 MG	100	20 FOL	20
7268	B01AD12	CEPROTIN	1000 IU	1000	1000 IU + 10 ml	1
7271	N04BC06	CABASER	1 MG	1	3 X 30	90
7273	N02AX02	TRADOLAN RETARD	150 MG	150	100 UD	100
7274	N06AB03	FLUOKSETIINI ENNAPHARMA	20MG	20	30FOL	30
7275	S01EE03	LUMIGAN	"0,3 MG/ML"	0.3	3 ML	3
7282	N04BC06	CABASER	2 MG	2	30	30
7293	N04BC06	CABASER	2 MG	2	3 X 30	90
7294	N05AA02	NOZINAN	50MG	50	30	30
7298	N02AX02	TRADOLAN RETARD	100 MG	100	100 X 1 FOL	100
7302	N05AA02	NOZINAN	50MG	50	100	100
7320	N02AX02	TRADOLAN RETARD	150 MG	150	20 FOL	20
7345	J01FA09	ZECLAR OD	500 MG	500	20 FOL	20
7353	N02AX02	TRADOLAN RETARD	200 MG	200	20 FOL	20
7362	N02AX02	TRADOLAN RETARD	200 MG	200	100 X 1 FOL	100
7378	J01XX08	ZYVOXID	2 mg/ml	2	10 x 300 ml	10
7385	A02BA02	ZANTAC	150 MG	150	20 FOL	20
7439	G03FB05	NOVOFEM	1 MG + 1/1 MG		1X28	1
7449	V03AB34	FOMEPIZOLE SERB	5 mg/ml	5	5 x 20 ml	5
7458	A07EA06	ENTOCORT	3MG	3	100	100
7462	N01AB08	SEVORANE			250 ml	250
7475	R03AC02	AIROMIR	0.1MG/DOS	0.1	200 DOS	200
7516	R03BA07	ASMANEX TWISTHALER	200 MIKROG/ANNOS	200	60 ANNOSTA	60
7519	R06AE07	HEINIX	10 MG	10	100 FOL	100
7523	A10AB05	NOVORAPID	100 U/ML	100	10 ML	10
7534	C09CA06	ATACAND	16 MG	16	28 FOL	28
7544	R06AE07	HEINIX	10 MG	10	30 FOL	30
7549	R03BA07	ASMANEX TWISTHALER	400 MIKROG/ANNOS	400	60 ANNOSTA	60
7556	J07BC01	HBVAXPRO	10 mikrog/ml	10	1 ml	1
7559	C09CA06	ATACAND	16 MG	16	98 FOL	98
7581	G03CA03	ESTRADOT	"37,5 MIKROG/24 H"	37.5	8	8
7589	C10AA01	SIMVASTATIN ALPHARMA	20MG	20	28FOL	28
7600	C10AA01	SIMVASTATIN ALPHARMA	20MG	20	98FOL	98
7601	A16AB03	REPLAGAL	1 mg/ml	1	3.5 ml	3.5
7609	C09CA06	ATACAND	4 MG	4	28 FOL	28
7611	G03CA03	ESTRADOT	75 MIKROG/24 H	75	8	8
7613	C10AA01	SIMVASTATIN ALPHARMA	40MG	40	98FOL	98
7623	D06BX01	ROSAZOL	0.01	0.01	25 G	25
7625	M01AE03	ORUDIS	100MG	100	10	10
7631	G03CA03	ESTRADOT	100 MIKROG/24 H	100	8	8
7659	C10AA01	SIMVASTATIN ALPHARMA	10MG	10	28FOL	28
7670	C10AA01	SIMVASTATIN ALPHARMA	10MG	10	98FOL	98
7690	R05CA10	BENYLAN			500ML	500
7708	M01AE03	ORUDIS	100MG	100	50	50
7826	G03FB09	FEMSEVEN COMBI	50MCG/10MCG		6+6	6
7839	B05XA31	NUTRITRACE			5 x 10 ml	5
7888	N05CF02	STELLA	10 MG	10	10 FOL	10
7892	B05BA10	CLINIMIX N9G15E			8 x 1000 ml	8
7902	N05CF02	STELLA	10 MG	10	20 FOL	20
7912	R06AE09	XYZAL	5MG	5	7 FOL	7
7913	N05CF02	STELLA	5MG	5	10 FOL	10
7920	S01EE04	TRAVATAN	40 MIKROG/ML	40	"2,5 ML"	2.5
7921	S01GX09	OPATANOL	1 MG/ML	1	5 ML	5
7924	N05CF02	STELLA	5MG	5	20 FOL	20
7952	S01EE04	TRAVATAN	40 MIKROG/ML	40	"3 X 2,5 ML"	7.5
7963	J01CE02	MEDICILLIN 1500	(1000MG)	1000	14 FOL	14
7971	C07AB02	SPESICOR	50MG	50	30	30
7985	D07AB02	LOCOID LIPID	0.001	0.001	30G	30
7996	D10BA01	ISOTRETINOIN RATIOPHARM	10MG	10	50 FOL	50
8001	N06AB03	FLUOXETIN BIOCHEMIE	20 MG	20	100 UD	100
8023	A10BA02	GLUCOPHAGE	1000 MG	1000	30 FOL	30
8024	R06AE07	CETIRIZIN GENERICS	10MG	10	100 FOL	100
8034	A10BA02	GLUCOPHAGE	1000MG	1000	120 FOL	120
8035	D10BA01	ISOTRETINOIN RATIOPHARM	20MG	20	50 FOL	50
8046	N05CF02	ZOLPIDEM-RATIOPHARM	10 MG	10	100 FOL	100
